jhave@jhave-Ubuntu:~$ cd Documents/
jhave@jhave-Ubuntu:~/Documents$ cd Github/gpt-2-finetuning/
jhave@jhave-Ubuntu:~/Documents/Github/gpt-2-finetuning$ source activate tf1p13_gpt-2
(tf1p13_gpt-2) jhave@jhave-Ubuntu:~/Documents/Github/gpt-2-finetuning$ PYTHONPATH=src ./encode.py --in_text ALL+tmblr.txt --out_npz ALL+tmblr.txt.npz
Reading files
0it [00:00, ?it/s]
Writing ALL+tmblr.txt.npz
(tf1p13_gpt-2) jhave@jhave-Ubuntu:~/Documents/Github/gpt-2-finetuning$ cat March-2018_SOURCES/* > ALL_tmblr.txt
cat: 'March-2018_SOURCES/*': No such file or directory
(tf1p13_gpt-2) jhave@jhave-Ubuntu:~/Documents/Github/gpt-2-finetuning$ cat DATA/March-2018_SOURCES/* > ALL_tmblr.txt
(tf1p13_gpt-2) jhave@jhave-Ubuntu:~/Documents/Github/gpt-2-finetuning$ PYTHONPATH=src ./encode.py --in_text ALL_tmblr.txt --out_npz ALL_tmblr.txt.npz
Reading files
100%|█████████████████████████████████████████████| 1/1 [00:29<00:00, 29.26s/it]
(tf1p13_gpt-2) jhave@jhave-Ubuntu:~/Documents/Github/gpt-2-finetuning$ PYTHONPATH=src ./train.py --dataset ALL_tmblr.txt.npz --batch_size 1 --save_every 10000 --sample_every 1000nts/Github/gpt-2-finetuning$ PYTHONPATH=src ./train.py --dataset ALL_tmblr.txt.npz --batch_siz2019-05-06 19:03:09.346869: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
2019-05-06 19:03:09.384428: I tensorflow/core/platform/profile_utils/cpu_utils.cc:94] CPU Frequency: 3408000000 Hz
2019-05-06 19:03:09.385802: I tensorflow/compiler/xla/service/service.cc:150] XLA service 0x555bed5021d0 executing computations on platform Host. Devices:
2019-05-06 19:03:09.385902: I tensorflow/compiler/xla/service/service.cc:158]   StreamExecutor device (0): <undefined>, <undefined>
2019-05-06 19:03:09.490179: I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:998] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
2019-05-06 19:03:09.491347: I tensorflow/compiler/xla/service/service.cc:150] XLA service 0x555bee2cd520 executing computations on platform CUDA. Devices:
2019-05-06 19:03:09.491379: I tensorflow/compiler/xla/service/service.cc:158]   StreamExecutor device (0): GeForce GTX TITAN X, Compute Capability 5.2
2019-05-06 19:03:09.492080: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1433] Found device 0 with properties: 
name: GeForce GTX TITAN X major: 5 minor: 2 memoryClockRate(GHz): 1.076
pciBusID: 0000:01:00.0
totalMemory: 11.92GiB freeMemory: 11.65GiB
2019-05-06 19:03:09.492106: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1512] Adding visible gpu devices: 0
2019-05-06 19:03:09.494371: I tensorflow/core/common_runtime/gpu/gpu_device.cc:984] Device interconnect StreamExecutor with strength 1 edge matrix:
2019-05-06 19:03:09.494400: I tensorflow/core/common_runtime/gpu/gpu_device.cc:990]      0 
2019-05-06 19:03:09.494410: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1003] 0:   N 
2019-05-06 19:03:09.495072: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1115] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 11333 MB memory) -> physical GPU (device: 0, name: GeForce GTX TITAN X, pci bus id: 0000:01:00.0, compute capability: 5.2)
WARNING:tensorflow:From /home/jhave/anaconda3/envs/tf1p13_gpt-2/lib/python3.6/site-packages/tensorflow/python/framework/op_def_library.py:263: colocate_with (from tensorflow.python.framework.ops) is deprecated and will be removed in a future version.
Instructions for updating:
Colocations handled automatically by placer.
WARNING:tensorflow:From /home/jhave/Documents/Github/gpt-2-finetuning/src/sample.py:51: to_float (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
WARNING:tensorflow:From /home/jhave/Documents/Github/gpt-2-finetuning/src/sample.py:53: multinomial (from tensorflow.python.ops.random_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.random.categorical instead.
WARNING:tensorflow:From /home/jhave/anaconda3/envs/tf1p13_gpt-2/lib/python3.6/site-packages/tensorflow/python/ops/math_ops.py:3066: to_int32 (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
WARNING:tensorflow:From /home/jhave/anaconda3/envs/tf1p13_gpt-2/lib/python3.6/site-packages/tensorflow/python/ops/math_grad.py:102: div (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Deprecated in favor of operator or tf.math.divide.
Loading checkpoint checkpoint/run1/model-20302
WARNING:tensorflow:From /home/jhave/anaconda3/envs/tf1p13_gpt-2/lib/python3.6/site-packages/tensorflow/python/training/saver.py:1266: checkpoint_exists (from tensorflow.python.training.checkpoint_management) is deprecated and will be removed in a future version.
Instructions for updating:
Use standard file APIs to check for files with this prefix.
Loading dataset...
100%|█████████████████████████████████████████████████████████████████████████████████████████████████████| 1/1 [00:00<00:00,  5.48it/s]
dataset has 7806061 tokens
Training...
2019-05-06 19:03:43.906984: I tensorflow/stream_executor/dso_loader.cc:152] successfully opened CUDA library libcublas.so.10.0 locally
[20303 | 7.52] loss=5.30 avg=5.30
[39701 | 30316.52] loss=0.22 avg=1.41
[39702 | 30318.06] loss=1.02 avg=1.40
[39703 | 30319.61] loss=2.02 avg=1.41
[39704 | 30321.15] loss=0.85 avg=1.40
[39705 | 30322.70] loss=0.80 avg=1.40
[39706 | 30324.24] loss=3.23 avg=1.42
[39707 | 30325.79] loss=1.88 avg=1.42
[39708 | 30327.34] loss=0.21 avg=1.41
[39709 | 30328.89] loss=3.33 avg=1.43
[39710 | 30330.43] loss=0.45 avg=1.42
[39711 | 30331.98] loss=0.12 avg=1.40
[39712 | 30333.53] loss=0.10 avg=1.39
[39713 | 30335.07] loss=1.40 avg=1.39
[39714 | 30336.62] loss=1.76 avg=1.40
[39715 | 30338.17] loss=1.01 avg=1.39
[39716 | 30339.71] loss=2.15 avg=1.40
[39717 | 30341.25] loss=0.72 avg=1.39
[39718 | 30342.80] loss=3.59 avg=1.41
[39719 | 30344.34] loss=0.26 avg=1.40
[39720 | 30345.89] loss=0.30 avg=1.39
[39721 | 30347.43] loss=2.97 avg=1.41
[39722 | 30348.97] loss=0.93 avg=1.40
[39723 | 30350.52] loss=0.16 avg=1.39
[39724 | 30352.07] loss=1.38 avg=1.39
[39725 | 30353.61] loss=0.36 avg=1.38
[39726 | 30355.16] loss=3.33 avg=1.40
[39727 | 30356.70] loss=2.05 avg=1.41
[39728 | 30358.25] loss=1.72 avg=1.41
[39729 | 30359.80] loss=0.44 avg=1.40
[39730 | 30361.35] loss=1.74 avg=1.40
[39731 | 30362.89] loss=0.25 avg=1.39
[39732 | 30364.44] loss=2.29 avg=1.40
[39733 | 30365.99] loss=0.15 avg=1.39
[39734 | 30367.53] loss=3.42 avg=1.41
[39735 | 30369.08] loss=2.67 avg=1.42
[39736 | 30370.62] loss=0.13 avg=1.41
[39737 | 30372.17] loss=1.26 avg=1.41
[39738 | 30373.71] loss=0.14 avg=1.39
[39739 | 30375.25] loss=0.23 avg=1.38
[39740 | 30376.80] loss=1.03 avg=1.38
[39741 | 30378.35] loss=0.22 avg=1.37
[39742 | 30379.89] loss=1.80 avg=1.37
[39743 | 30381.44] loss=0.18 avg=1.36
[39744 | 30382.99] loss=2.50 avg=1.37
[39745 | 30384.54] loss=2.98 avg=1.39
[39746 | 30386.08] loss=2.22 avg=1.40
[39747 | 30387.63] loss=1.70 avg=1.40
[39748 | 30389.18] loss=2.45 avg=1.41
[39749 | 30390.72] loss=0.95 avg=1.40
[39750 | 30392.27] loss=2.55 avg=1.42
[39751 | 30393.81] loss=1.66 avg=1.42
[39752 | 30395.36] loss=0.57 avg=1.41
[39753 | 30396.90] loss=0.17 avg=1.40
[39754 | 30398.45] loss=0.12 avg=1.38
[39755 | 30399.99] loss=1.18 avg=1.38
[39756 | 30401.54] loss=1.19 avg=1.38
[39757 | 30403.09] loss=0.40 avg=1.37
[39758 | 30404.63] loss=0.18 avg=1.36
[39759 | 30406.18] loss=3.84 avg=1.38
[39760 | 30407.72] loss=2.16 avg=1.39
[39761 | 30409.28] loss=0.15 avg=1.38
[39762 | 30410.82] loss=0.24 avg=1.37
[39763 | 30412.37] loss=0.55 avg=1.36
[39764 | 30413.91] loss=0.11 avg=1.35
[39765 | 30415.46] loss=1.13 avg=1.34
[39766 | 30417.01] loss=0.29 avg=1.33
[39767 | 30418.55] loss=1.06 avg=1.33
[39768 | 30420.10] loss=1.11 avg=1.33
[39769 | 30421.65] loss=3.13 avg=1.35
[39770 | 30423.19] loss=1.68 avg=1.35
[39771 | 30424.74] loss=2.70 avg=1.36
[39772 | 30426.28] loss=1.20 avg=1.36
[39773 | 30427.83] loss=2.06 avg=1.37
[39774 | 30429.37] loss=1.16 avg=1.37
[39775 | 30430.91] loss=0.37 avg=1.36
[39776 | 30432.45] loss=0.22 avg=1.35
[39777 | 30434.00] loss=1.82 avg=1.35
[39778 | 30435.54] loss=0.18 avg=1.34
[39779 | 30437.09] loss=1.48 avg=1.34
[39780 | 30438.63] loss=0.71 avg=1.33
[39781 | 30440.18] loss=4.65 avg=1.37
[39782 | 30441.73] loss=0.30 avg=1.36
[39783 | 30443.27] loss=2.46 avg=1.37
[39784 | 30444.82] loss=2.98 avg=1.38
[39785 | 30446.35] loss=0.15 avg=1.37
[39786 | 30447.90] loss=0.53 avg=1.36
[39787 | 30449.44] loss=0.72 avg=1.36
[39788 | 30450.98] loss=2.08 avg=1.36
[39789 | 30452.53] loss=1.51 avg=1.37
[39790 | 30454.08] loss=0.88 avg=1.36
[39791 | 30455.62] loss=1.25 avg=1.36
[39792 | 30457.17] loss=0.46 avg=1.35
[39793 | 30458.71] loss=2.70 avg=1.36
[39794 | 30460.26] loss=3.88 avg=1.39
[39795 | 30461.81] loss=0.99 avg=1.38
[39796 | 30463.36] loss=0.52 avg=1.38
[39797 | 30464.90] loss=0.22 avg=1.36
[39798 | 30466.45] loss=2.04 avg=1.37
[39799 | 30467.99] loss=3.16 avg=1.39
[39800 | 30469.54] loss=2.22 avg=1.40
[39801 | 30471.08] loss=0.37 avg=1.39
[39802 | 30472.62] loss=1.74 avg=1.39
[39803 | 30474.17] loss=3.12 avg=1.41
[39804 | 30475.71] loss=0.34 avg=1.40
[39805 | 30477.26] loss=1.82 avg=1.40
[39806 | 30478.80] loss=3.70 avg=1.42
[39807 | 30480.34] loss=0.37 avg=1.41
[39808 | 30481.89] loss=2.36 avg=1.42
[39809 | 30483.44] loss=2.37 avg=1.43
[39810 | 30484.98] loss=1.48 avg=1.43
[39811 | 30486.53] loss=0.44 avg=1.42
[39812 | 30488.07] loss=3.35 avg=1.44
[39813 | 30489.61] loss=1.62 avg=1.44
[39814 | 30491.15] loss=0.68 avg=1.44
[39815 | 30492.70] loss=1.57 avg=1.44
[39816 | 30494.24] loss=0.29 avg=1.43
[39817 | 30495.79] loss=0.29 avg=1.42
[39818 | 30497.34] loss=2.67 avg=1.43
[39819 | 30498.89] loss=0.90 avg=1.42
[39820 | 30500.43] loss=1.45 avg=1.42
[39821 | 30501.98] loss=0.68 avg=1.42
[39822 | 30503.52] loss=1.66 avg=1.42
[39823 | 30505.06] loss=3.27 avg=1.44
[39824 | 30506.60] loss=0.16 avg=1.42
[39825 | 30508.15] loss=0.26 avg=1.41
[39826 | 30509.70] loss=3.47 avg=1.43
[39827 | 30511.24] loss=0.17 avg=1.42
[39828 | 30512.79] loss=0.19 avg=1.41
[39829 | 30514.33] loss=4.26 avg=1.44
[39830 | 30515.88] loss=3.63 avg=1.46
[39831 | 30517.42] loss=0.40 avg=1.45
[39832 | 30518.96] loss=0.30 avg=1.44
[39833 | 30520.50] loss=0.58 avg=1.43
[39834 | 30522.05] loss=0.13 avg=1.41
[39835 | 30523.59] loss=0.09 avg=1.40
[39836 | 30525.14] loss=0.30 avg=1.39
[39837 | 30526.69] loss=1.13 avg=1.39
[39838 | 30528.23] loss=1.92 avg=1.39
[39839 | 30529.78] loss=3.07 avg=1.41
[39840 | 30531.32] loss=3.07 avg=1.43
[39841 | 30532.86] loss=0.27 avg=1.42
[39842 | 30534.40] loss=1.12 avg=1.41
[39843 | 30535.95] loss=1.81 avg=1.42
[39844 | 30537.49] loss=2.04 avg=1.42
[39845 | 30539.04] loss=2.67 avg=1.43
[39846 | 30540.59] loss=1.92 avg=1.44
[39847 | 30542.14] loss=3.05 avg=1.46
[39848 | 30543.69] loss=1.05 avg=1.45
[39849 | 30545.23] loss=3.39 avg=1.47
[39850 | 30546.78] loss=2.64 avg=1.48
[39851 | 30548.33] loss=0.17 avg=1.47
[39852 | 30549.87] loss=2.87 avg=1.48
[39853 | 30551.42] loss=1.55 avg=1.48
[39854 | 30552.97] loss=0.20 avg=1.47
[39855 | 30554.51] loss=0.16 avg=1.46
[39856 | 30556.06] loss=0.67 avg=1.45
[39857 | 30557.61] loss=0.46 avg=1.44
[39858 | 30559.16] loss=3.08 avg=1.46
[39859 | 30560.70] loss=0.29 avg=1.45
[39860 | 30562.24] loss=0.32 avg=1.43
[39861 | 30563.79] loss=2.73 avg=1.45
[39862 | 30565.34] loss=0.15 avg=1.43
[39863 | 30566.88] loss=1.37 avg=1.43
[39864 | 30568.43] loss=2.28 avg=1.44
[39865 | 30569.97] loss=0.88 avg=1.44
[39866 | 30571.52] loss=2.09 avg=1.44
[39867 | 30573.06] loss=3.06 avg=1.46
[39868 | 30574.60] loss=1.60 avg=1.46
[39869 | 30576.15] loss=2.88 avg=1.47
[39870 | 30577.69] loss=0.78 avg=1.47
[39871 | 30579.23] loss=0.27 avg=1.46
[39872 | 30580.78] loss=0.57 avg=1.45
[39873 | 30582.31] loss=2.61 avg=1.46
[39874 | 30583.86] loss=0.34 avg=1.45
[39875 | 30585.40] loss=1.48 avg=1.45
[39876 | 30586.95] loss=0.11 avg=1.43
[39877 | 30588.49] loss=0.39 avg=1.42
[39878 | 30590.03] loss=0.18 avg=1.41
[39879 | 30591.57] loss=0.68 avg=1.40
[39880 | 30593.11] loss=2.82 avg=1.42
[39881 | 30594.66] loss=2.61 avg=1.43
[39882 | 30596.20] loss=1.01 avg=1.43
[39883 | 30597.75] loss=0.26 avg=1.41
[39884 | 30599.29] loss=0.39 avg=1.40
[39885 | 30600.84] loss=1.32 avg=1.40
[39886 | 30602.38] loss=0.14 avg=1.39
[39887 | 30603.92] loss=0.25 avg=1.38
[39888 | 30605.46] loss=1.20 avg=1.38
[39889 | 30607.00] loss=0.33 avg=1.37
[39890 | 30608.55] loss=1.30 avg=1.37
[39891 | 30610.09] loss=1.71 avg=1.37
[39892 | 30611.64] loss=1.79 avg=1.37
[39893 | 30613.18] loss=0.83 avg=1.37
[39894 | 30614.73] loss=3.28 avg=1.39
[39895 | 30616.27] loss=3.58 avg=1.41
[39896 | 30617.81] loss=0.42 avg=1.40
[39897 | 30619.35] loss=0.06 avg=1.39
[39898 | 30620.89] loss=0.22 avg=1.37
[39899 | 30622.44] loss=0.43 avg=1.36
[39900 | 30623.98] loss=0.70 avg=1.36
[39901 | 30625.52] loss=2.28 avg=1.37
[39902 | 30627.07] loss=0.59 avg=1.36
[39903 | 30628.61] loss=1.22 avg=1.36
[39904 | 30630.16] loss=0.52 avg=1.35
[39905 | 30631.70] loss=1.43 avg=1.35
[39906 | 30633.24] loss=0.17 avg=1.34
[39907 | 30634.78] loss=0.36 avg=1.33
[39908 | 30636.32] loss=1.20 avg=1.33
[39909 | 30637.87] loss=0.71 avg=1.32
[39910 | 30639.42] loss=3.40 avg=1.34
[39911 | 30640.96] loss=2.26 avg=1.35
[39912 | 30642.51] loss=2.28 avg=1.36
[39913 | 30644.05] loss=0.41 avg=1.35
[39914 | 30645.59] loss=0.69 avg=1.34
[39915 | 30647.14] loss=0.54 avg=1.34
[39916 | 30648.69] loss=1.32 avg=1.34
[39917 | 30650.23] loss=3.52 avg=1.36
[39918 | 30651.77] loss=2.35 avg=1.37
[39919 | 30653.32] loss=2.33 avg=1.38
[39920 | 30654.86] loss=0.24 avg=1.37
[39921 | 30656.41] loss=3.36 avg=1.39
[39922 | 30657.95] loss=1.55 avg=1.39
[39923 | 30659.50] loss=2.00 avg=1.39
[39924 | 30661.03] loss=3.76 avg=1.42
[39925 | 30662.58] loss=0.21 avg=1.41
[39926 | 30664.12] loss=3.69 avg=1.43
[39927 | 30665.66] loss=0.37 avg=1.42
[39928 | 30667.20] loss=2.60 avg=1.43
[39929 | 30668.75] loss=0.15 avg=1.42
[39930 | 30670.29] loss=0.44 avg=1.41
[39931 | 30671.83] loss=0.37 avg=1.40
[39932 | 30673.37] loss=1.20 avg=1.40
[39933 | 30674.91] loss=0.36 avg=1.38
[39934 | 30676.46] loss=2.86 avg=1.40
[39935 | 30678.00] loss=0.13 avg=1.39
[39936 | 30679.54] loss=0.96 avg=1.38
[39937 | 30681.08] loss=0.99 avg=1.38
[39938 | 30682.62] loss=0.96 avg=1.37
[39939 | 30684.17] loss=3.39 avg=1.39
[39940 | 30685.72] loss=2.55 avg=1.41
[39941 | 30687.26] loss=4.97 avg=1.44
[39942 | 30688.80] loss=0.12 avg=1.43
[39943 | 30690.34] loss=2.65 avg=1.44
[39944 | 30691.88] loss=2.67 avg=1.45
[39945 | 30693.43] loss=2.25 avg=1.46
[39946 | 30694.97] loss=2.10 avg=1.47
[39947 | 30696.52] loss=0.30 avg=1.46
[39948 | 30698.06] loss=0.36 avg=1.44
[39949 | 30699.61] loss=2.10 avg=1.45
[39950 | 30701.15] loss=2.84 avg=1.47
[39951 | 30702.69] loss=4.54 avg=1.50
[39952 | 30704.24] loss=1.52 avg=1.50
[39953 | 30705.78] loss=1.98 avg=1.50
[39954 | 30707.32] loss=0.50 avg=1.49
[39955 | 30708.87] loss=1.70 avg=1.49
[39956 | 30710.42] loss=0.29 avg=1.48
[39957 | 30711.96] loss=1.28 avg=1.48
[39958 | 30713.51] loss=1.87 avg=1.48
[39959 | 30715.05] loss=2.48 avg=1.49
[39960 | 30716.60] loss=1.86 avg=1.50
[39961 | 30718.14] loss=0.28 avg=1.48
[39962 | 30719.69] loss=2.63 avg=1.50
[39963 | 30721.23] loss=4.08 avg=1.52
[39964 | 30722.77] loss=3.06 avg=1.54
[39965 | 30724.32] loss=2.63 avg=1.55
[39966 | 30725.87] loss=1.88 avg=1.55
[39967 | 30727.41] loss=2.48 avg=1.56
[39968 | 30728.96] loss=1.42 avg=1.56
[39969 | 30730.50] loss=1.42 avg=1.56
[39970 | 30732.05] loss=1.78 avg=1.56
[39971 | 30733.59] loss=1.13 avg=1.56
[39972 | 30735.13] loss=0.32 avg=1.54
[39973 | 30736.68] loss=0.69 avg=1.53
[39974 | 30738.22] loss=2.02 avg=1.54
[39975 | 30739.77] loss=1.90 avg=1.54
[39976 | 30741.32] loss=0.83 avg=1.54
[39977 | 30742.86] loss=2.01 avg=1.54
[39978 | 30744.41] loss=0.98 avg=1.54
[39979 | 30745.95] loss=2.76 avg=1.55
[39980 | 30747.50] loss=2.50 avg=1.56
[39981 | 30749.04] loss=0.19 avg=1.54
[39982 | 30750.59] loss=1.06 avg=1.54
[39983 | 30752.13] loss=2.68 avg=1.55
[39984 | 30753.68] loss=0.47 avg=1.54
[39985 | 30755.22] loss=2.28 avg=1.55
[39986 | 30756.77] loss=4.17 avg=1.57
[39987 | 30758.31] loss=0.15 avg=1.56
[39988 | 30759.86] loss=2.17 avg=1.56
[39989 | 30761.40] loss=0.83 avg=1.56
[39990 | 30762.94] loss=0.54 avg=1.55
[39991 | 30764.49] loss=0.72 avg=1.54
[39992 | 30766.03] loss=0.22 avg=1.53
[39993 | 30767.58] loss=0.52 avg=1.52
[39994 | 30769.12] loss=3.74 avg=1.54
[39995 | 30770.67] loss=0.39 avg=1.53
[39996 | 30772.21] loss=2.64 avg=1.54
[39997 | 30773.76] loss=2.23 avg=1.54
[39998 | 30775.30] loss=0.17 avg=1.53
[39999 | 30776.84] loss=0.51 avg=1.52
Saving checkpoint/run1/model-40000
Generating samples...
======== SAMPLE 1 ========
ED.


i

a woman was married on the site.

she lost her eyes

& back in the village 
her husband took first


ii

finally lost it on the site

& the husband

felt sad & 
tired.


iii

all their words were of wood.


iv

there is no place so bleak 

as remote 

a tree


v

the eyes of a horse 

were sharpening its neck.


luther 

this was the beginning 

of the maze, 

the maze.


vi

hollow  
it stood in the middle of the street.


vii 

a boy
                                                                                                                                was killed by tanks of villagers.


viii

he lived 


ix

on the slope  
of a hill above the water  
on the opposite hill  


x

his body 


xi

lying in their graves


large windows, facing downhill,
we could be in the living room, the three chairs,   
or on a porch, but in the dark.


xii

hundreds of miles away                          a library, huge as life  

on circular stone  
the walls 


xiii

sporadic, hermit-like                                                                                the hall  

empty, finally.


ix

a woman is sitting inside her empty walk to the car   
behind her. she is wearing a dirty, faded coat.   
her long dark hair is almost to her knees.   
her face is round and tired.   

her old clothes are in the closet.   
it is little else you notice first   
-- she hasn't called a daughter   
since won or lost   
an Olympic bid.   

she doesn't look like she is tired.   
she glances up occasionally,   
but not at her face, which smiles like a balloon,   
and rarely takes her medicine.


i 


xii 


the wind blooms in winter.   
the white clouds--   
sharp, furry fissures running downward,   
exploding pink--   
follow, as if intent   
on shining the world,   
until a single raindrop   
wrestles into the path.   

at times, after a while,   
the whole sky cracks open   
red, purple, blue,   
and, at great lifts,   
new colors spring   
en masse.   

the most   
beautiful woman in gree,   
camellia,   
emblazoned   
woven with rainbows   
and tender,   
damp flowers,   
and the thorns, tranquil as   
a green lawn.   

xiii 


the bird and line of grey grass
that must   
have crossed the bright moon   
she stands on.   

the sun,   
that her brightness   

once brought to the mountain top,   
steps out   
of the shadows   
at the well of julium   

at each clear spring   
under a clear

[40000 | 30799.37] loss=2.14 avg=1.53
[40001 | 30800.78] loss=0.75 avg=1.52
[40002 | 30802.19] loss=2.67 avg=1.53
[40003 | 30803.60] loss=3.00 avg=1.55
[40004 | 30805.04] loss=2.93 avg=1.56
[40005 | 30806.55] loss=0.54 avg=1.55
[40006 | 30808.09] loss=1.86 avg=1.55
[40007 | 30809.64] loss=1.69 avg=1.55
[40008 | 30811.18] loss=0.86 avg=1.55
[40009 | 30812.73] loss=1.87 avg=1.55
[40010 | 30814.27] loss=0.40 avg=1.54
[40011 | 30815.81] loss=0.39 avg=1.53
[40012 | 30817.35] loss=2.11 avg=1.53
[40013 | 30818.90] loss=2.46 avg=1.54
[40014 | 30820.44] loss=0.52 avg=1.53
[40015 | 30821.99] loss=2.70 avg=1.54
[40016 | 30823.53] loss=0.76 avg=1.54
[40017 | 30825.08] loss=1.80 avg=1.54
[40018 | 30826.62] loss=0.41 avg=1.53
[40019 | 30828.15] loss=0.47 avg=1.52
[40020 | 30829.70] loss=2.49 avg=1.53
[40021 | 30831.24] loss=2.27 avg=1.53
[40022 | 30832.78] loss=2.56 avg=1.54
[40023 | 30834.33] loss=0.78 avg=1.54
[40024 | 30835.87] loss=2.43 avg=1.54
[40025 | 30837.42] loss=1.22 avg=1.54
[40026 | 30838.96] loss=0.25 avg=1.53
[40027 | 30840.51] loss=1.85 avg=1.53
[40028 | 30842.05] loss=2.06 avg=1.54
[40029 | 30843.60] loss=2.09 avg=1.54
[40030 | 30845.14] loss=2.11 avg=1.55
[40031 | 30846.69] loss=1.22 avg=1.54
[40032 | 30848.23] loss=0.33 avg=1.53
[40033 | 30849.78] loss=0.85 avg=1.53
[40034 | 30851.32] loss=0.26 avg=1.51
[40035 | 30852.87] loss=2.01 avg=1.52
[40036 | 30854.42] loss=0.57 avg=1.51
[40037 | 30855.96] loss=0.23 avg=1.50
[40038 | 30857.51] loss=0.41 avg=1.49
[40039 | 30859.06] loss=1.95 avg=1.49
[40040 | 30860.61] loss=1.52 avg=1.49
[40041 | 30862.15] loss=2.65 avg=1.50
[40042 | 30863.70] loss=2.33 avg=1.51
[40043 | 30865.25] loss=2.16 avg=1.52
[40044 | 30866.80] loss=0.48 avg=1.51
[40045 | 30868.34] loss=1.30 avg=1.50
[40046 | 30869.89] loss=1.10 avg=1.50
[40047 | 30871.44] loss=0.31 avg=1.49
[40048 | 30872.98] loss=1.08 avg=1.48
[40049 | 30874.53] loss=2.02 avg=1.49
[40050 | 30876.07] loss=1.88 avg=1.49
[40051 | 30877.62] loss=2.29 avg=1.50
[40052 | 30879.16] loss=3.18 avg=1.52
[40053 | 30880.71] loss=2.30 avg=1.53
[40054 | 30882.26] loss=0.16 avg=1.51
[40055 | 30883.80] loss=2.04 avg=1.52
[40056 | 30885.34] loss=0.67 avg=1.51
[40057 | 30886.89] loss=0.32 avg=1.50
[40058 | 30888.43] loss=1.20 avg=1.49
[40059 | 30889.97] loss=0.50 avg=1.48
[40060 | 30891.52] loss=0.16 avg=1.47
[40061 | 30893.06] loss=1.11 avg=1.47
[40062 | 30894.61] loss=3.83 avg=1.49
[40063 | 30896.15] loss=0.16 avg=1.48
[40064 | 30897.70] loss=1.31 avg=1.48
[40065 | 30899.24] loss=0.33 avg=1.46
[40066 | 30900.79] loss=0.11 avg=1.45
[40067 | 30902.34] loss=1.05 avg=1.45
[40068 | 30903.88] loss=1.87 avg=1.45
[40069 | 30905.42] loss=3.22 avg=1.47
[40070 | 30906.97] loss=0.30 avg=1.46
[40071 | 30908.51] loss=2.11 avg=1.46
[40072 | 30910.06] loss=2.88 avg=1.48
[40073 | 30911.60] loss=0.50 avg=1.47
[40074 | 30913.15] loss=0.07 avg=1.45
[40075 | 30914.70] loss=0.22 avg=1.44
[40076 | 30916.24] loss=0.20 avg=1.43
[40077 | 30917.79] loss=0.48 avg=1.42
[40078 | 30919.33] loss=0.12 avg=1.41
[40079 | 30920.88] loss=1.36 avg=1.41
[40080 | 30922.42] loss=1.19 avg=1.40
[40081 | 30923.97] loss=2.62 avg=1.42
[40082 | 30925.52] loss=0.45 avg=1.41
[40083 | 30927.07] loss=1.96 avg=1.41
[40084 | 30928.61] loss=4.09 avg=1.44
[40085 | 30930.16] loss=0.21 avg=1.43
[40086 | 30931.70] loss=0.23 avg=1.41
[40087 | 30933.25] loss=3.11 avg=1.43
[40088 | 30934.79] loss=0.24 avg=1.42
[40089 | 30936.34] loss=0.15 avg=1.41
[40090 | 30937.89] loss=1.55 avg=1.41
[40091 | 30939.44] loss=0.38 avg=1.40
[40092 | 30940.99] loss=1.64 avg=1.40
[40093 | 30942.53] loss=2.56 avg=1.41
[40094 | 30944.08] loss=0.16 avg=1.40
[40095 | 30945.62] loss=2.88 avg=1.41
[40096 | 30947.16] loss=1.43 avg=1.41
[40097 | 30948.71] loss=0.15 avg=1.40
[40098 | 30950.26] loss=0.23 avg=1.39
[40099 | 30951.81] loss=0.92 avg=1.39
[40100 | 30953.35] loss=2.23 avg=1.39
[40101 | 30954.90] loss=1.08 avg=1.39
[40102 | 30956.45] loss=3.09 avg=1.41
[40103 | 30957.99] loss=0.19 avg=1.40
[40104 | 30959.53] loss=1.43 avg=1.40
[40105 | 30961.08] loss=0.29 avg=1.38
[40106 | 30962.62] loss=0.47 avg=1.38
[40107 | 30964.17] loss=0.23 avg=1.36
[40108 | 30965.72] loss=2.78 avg=1.38
[40109 | 30967.27] loss=0.45 avg=1.37
[40110 | 30968.81] loss=0.11 avg=1.36
[40111 | 30970.35] loss=2.34 avg=1.37
[40112 | 30971.90] loss=0.28 avg=1.36
